#mpa_vJan25_CHOCOPhlAnSGB_202503
#/Users/chnqwe/miniforge3/envs/krk/bin/metaphlan /Users/chnqwe/Science/CVD/CVD_MS_5/data/GSE255073/hostmap/unmapped_strict_neg/SRR28476469.both_unmapped_R1.fastq.gz,/Users/chnqwe/Science/CVD/CVD_MS_5/data/GSE255073/hostmap/unmapped_strict_neg/SRR28476469.both_unmapped_R2.fastq.gz --input_type fastq --db_dir /Users/chnqwe/Science/BioTools/metaphlan_db --nproc 8 --read_min_len 50 --mapout /Users/chnqwe/Science/CVD/CVD_MS_5/data/GSE255073/MetaPhlAn_profiles/metaphlan/strict/neg/SRR28476469.metaphlan_map.bz2 -o /Users/chnqwe/Science/CVD/CVD_MS_5/data/GSE255073/MetaPhlAn_profiles/metaphlan/strict/neg/SRR28476469.profile.txt
#54577226 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
UNCLASSIFIED	-1	98.5714829	
k__Bacteria	2	1.4285171	
k__Bacteria|p__Actinomycetota	2|201174	1.1528936	
k__Bacteria|p__Pseudomonadota	2|1224	0.2493242	
k__Bacteria|p__Firmicutes	2|1239	0.0262992	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	1.1528936	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.1513594	
k__Bacteria|p__Pseudomonadota|c__Hydrogenophilia	2|1224|2008785	0.0927058	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.0262992	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	0.005259	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales	2|201174|1760|85009	0.9182225	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales	2|201174|1760|85007	0.1716743	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales	2|1224|1236|2887326	0.1466992	
k__Bacteria|p__Pseudomonadota|c__Hydrogenophilia|o__Hydrogenophilales	2|1224|2008785|119069	0.0927058	
